,code,name,eps_x,eps_yoy,bvps,roe_x,epcf,net_profits_x,profits_yoy,distrib,report_date,roe_y,net_profit_ratio,gross_profit_rate,net_profits_y,eps_y,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,time_point
0,300562,乐心医疗,0.11,-56.0,,6.81,,1583.52,41.59,,04-26,,10.13,32.6402,15.8352,0.3582,156.1791,3.5334,,,,,,,40.0146,41.588,-100.0,-100.0,-56.0,-100.0,--,--,--,-5695.7628,--,--,0.1818,,1.7932,,,2016-04-27
1,300562,乐心医疗,0.11,-56.0,,6.81,,1583.52,41.59,,04-26,,10.13,32.6402,15.8352,0.3582,156.1791,3.5334,,,,,,,40.0146,41.588,-100.0,-100.0,-56.0,-100.0,--,--,--,-5695.7628,--,--,0.1818,,1.7932,,,2016-04-27
2,300609,汇纳科技,-0.14,102.57,,-5.27,,-1063.55,96.59,,04-25,,-179.68,69.759,-10.6355,-0.1418,5.9191,0.0789,,,,,,,-31.2085,,-100.0,-100.0,102.5714,-100.0,--,--,--,43589.0887,--,--,-2.1411,,,,,2016-04-27
3,300609,汇纳科技,-0.14,102.57,,-5.27,,-1063.55,96.59,,04-25,,-179.68,69.759,-10.6355,-0.1418,5.9191,0.0789,,,,,,,-31.2085,,-100.0,-100.0,102.5714,-100.0,--,--,--,43589.0887,--,--,-2.1411,,,,,2016-04-27
4,300567,精测电子,-0.01,-93.75,,-0.28,,-67.64,-92.77,,04-24,,-0.9,50.1336,-0.6764,-0.0112,75.0184,1.2503,,,,,,,23.285999999999998,,-100.0,-100.0,-93.75,-100.0,--,--,--,-156.0129,--,--,-0.5289,,,,,2016-04-27
5,300567,精测电子,-0.01,-93.75,,-0.28,,-67.64,-92.77,,04-24,,-0.9,50.1336,-0.6764,-0.0112,75.0184,1.2503,,,,,,,23.285999999999998,,-100.0,-100.0,-93.75,-100.0,--,--,--,-156.0129,--,--,-0.5289,,,,,2016-04-27
6,300567,精测电子,-0.01,-93.75,,-0.28,,-67.64,-92.77,,04-24,,-0.9,50.1336,-0.6764,-0.0112,75.0184,1.2503,,,,,,,23.285999999999998,,-100.0,-100.0,-93.75,-100.0,--,--,--,-156.0129,--,--,-0.5289,,,,,2016-04-27
7,300567,精测电子,-0.01,-93.75,,-0.28,,-67.64,-92.77,,04-24,,-0.9,50.1336,-0.6764,-0.0112,75.0184,1.2503,,,,,,,23.285999999999998,,-100.0,-100.0,-93.75,-100.0,--,--,--,-156.0129,--,--,-0.5289,,,,,2016-04-27
8,300567,精测电子,-0.01,-93.75,,-0.28,,-67.64,-92.77,,04-24,,-0.9,50.1336,-0.6764,-0.0112,75.0184,1.2503,,,,,,,23.285999999999998,,-100.0,-100.0,-93.75,-100.0,--,--,--,-156.0129,--,--,-0.5289,,,,,2016-04-27
9,300567,精测电子,-0.01,-93.75,,-0.28,,-67.64,-92.77,,04-24,,-0.9,50.1336,-0.6764,-0.0112,75.0184,1.2503,,,,,,,23.285999999999998,,-100.0,-100.0,-93.75,-100.0,--,--,--,-156.0129,--,--,-0.5289,,,,,2016-04-27
10,300567,精测电子,-0.01,-93.75,,-0.28,,-67.64,-92.77,,04-24,,-0.9,50.1336,-0.6764,-0.0112,75.0184,1.2503,,,,,,,23.285999999999998,,-100.0,-100.0,-93.75,-100.0,--,--,--,-156.0129,--,--,-0.5289,,,,,2016-04-27
11,300567,精测电子,-0.01,-93.75,,-0.28,,-67.64,-92.77,,04-24,,-0.9,50.1336,-0.6764,-0.0112,75.0184,1.2503,,,,,,,23.285999999999998,,-100.0,-100.0,-93.75,-100.0,--,--,--,-156.0129,--,--,-0.5289,,,,,2016-04-27
12,601162,天风证券,,,,,,20772.76,-3.09,,08-25,2.12,39.88,31.0676,207.7276,0.6594,520.7549,1.6531,,,,,,,,-18.9129,189.57,125.7781,,74.6442,--,--,--,--,37.7825,62.2175,,-0.0371,-10.6495,-0.0596,,2016-04-27
13,300533,冰川网络,0.6,-11.76,,9.02,,4469.47,-11.95,,07-29,8.63,45.55,92.6941,44.6947,0.5959,98.113,1.3081,40.5448,2.2198,,,0.1313,685.4532,-0.5659,-10.8089,,,-11.7647,,2.9182,2.9182,281.402,-933.3043,66.7914,33.2086,0.2558,0.032,0.547,0.0963,9.6297,2016-04-27
14,300533,冰川网络,0.6,-11.76,,9.02,,4469.47,-11.95,,07-29,8.63,45.55,92.6941,44.6947,0.5959,98.113,1.3081,40.5448,2.2198,,,0.1313,685.4532,-0.5659,-10.8089,,,-11.7647,,2.9182,2.9182,281.402,-933.3043,66.7914,33.2086,0.2558,0.032,0.547,0.0963,9.6297,2016-04-27
15,300535,达威股份,0.24,33.33,,,,1069.63,33.85,,07-28,3.29,18.55,52.105,10.6963,0.2387,57.631,1.2864,0.4851,185.5288,0.5743,156.7125,0.2478,363.1961,10.7383,34.4001,,,33.3333,,3.3199,2.6173,16.4833,4274.6539,81.3191,18.6809,0.0088,0.0013,0.0472,0.0067,0.7237,2016-04-27
16,002807,江阴银行,0.11,-11.05,,2.42,,17679.0,-11.09,,07-26,2.39,29.42,28.1512,176.79,0.1134,600.88,0.3856,,,,,,,,-13.8407,,,-11.0502,,--,--,--,--,8.1461,91.8539,,0.0346,18.3772,0.0377,,2016-04-27
17,002807,江阴银行,0.11,-11.05,,2.42,,17679.0,-11.09,,07-26,2.39,29.42,28.1512,176.79,0.1134,600.88,0.3856,,,,,,,,-13.8407,,,-11.0502,,--,--,--,--,8.1461,91.8539,,0.0346,18.3772,0.0377,,2016-04-27
18,600936,广西广电,0.08,-20.0,,,,11221.86,-15.86,,07-26,5.29,20.03,36.4781,112.2186,0.0818,560.2152,0.4086,3.7628,23.9184,0.9227,97.5398,0.4191,214.7459,6.606,-15.8941,,,-20.0,,0.4865,0.3358,15.3371,1367.1863,38.6993,61.3007,0.0573,0.0059,0.2863,0.0096,1.1496,2016-04-27
19,603843,正平股份,-0.05,-0.0,,-2.17,,-1503.68,56.55,,07-25,-2.19,-8.04,10.3119,-15.0368,-0.05,186.82,0.6221,0.2812,320.0569,0.2645,340.2647,0.0914,984.6827,-1.0134,,,,-0.0,,1.154,0.7674,15.0808,-12.5193,28.7131,71.2869,-1.7530000000000001,-0.1375,,-0.1929,-19.517,2016-04-27
20,603843,正平股份,-0.05,-0.0,,-2.17,,-1503.68,56.55,,07-25,-2.19,-8.04,10.3119,-15.0368,-0.05,186.82,0.6221,0.2812,320.0569,0.2645,340.2647,0.0914,984.6827,-1.0134,,,,-0.0,,1.154,0.7674,15.0808,-12.5193,28.7131,71.2869,-1.7530000000000001,-0.1375,,-0.1929,-19.517,2016-04-27
21,002808,恒久科技,0.06,-38.04,,1.74,,509.97,-38.34,,07-25,1.73,11.21,32.3717,5.0997,0.0566,45.4836,0.5053,0.914,98.4683,0.505,178.2178,0.1827,492.6108,-7.2908,-38.3401,,,-38.0435,,5.5313,4.0307,226.7876,3351.1217,86.8426,13.1574,-0.0927,-0.0124,-0.8266,-0.0946,-9.4591,2016-04-27
22,603569,长久物流,0.21,10.53,,8.01,,7474.56,10.92,,07-21,7.7,8.11,15.7453,74.7456,6.2287,921.2832,76.7736,0.9322,96.5458,1295.9413,0.0694,0.5365,167.75400000000002,10.0459,11.23,,,10.5263,,1.5172,1.5166,49.4061,22103.5903,47.0571,52.9429,-0.0637,-0.0278,-0.7791,-0.0525,-5.2767,2016-04-27
23,300528,幸福蓝海,0.07,-46.15,,1.27,,1643.13,-44.07,,07-18,1.26,4.52,47.5216,16.4313,0.0705,363.2886,1.56,1.0416,86.4055,0.6829,131.7909,0.2956,304.4655,30.3068,-41.537,,,-46.1538,,2.6863,2.0489,86.7548,-8918.7412,73.0322,26.9678,0.2562,0.0514,5.078,0.1908,20.2672,2016-04-27
24,300529,健帆生物,0.13,30.0,,7.98,,4689.47,23.97,,07-14,7.67,37.33,83.8566,46.8947,0.1267,125.5959,0.3394,2.1002,42.8531,0.4987,180.4692,0.3011,298.904,22.913,23.9734,,,30.0,,5.5297,4.9908,386.4267,-9476.907,84.4484,15.5516,0.1922,0.0334,0.5147,0.2145,30.7559,2016-04-27
25,300529,健帆生物,0.13,30.0,,7.98,,4689.47,23.97,,07-14,7.67,37.33,83.8566,46.8947,0.1267,125.5959,0.3394,2.1002,42.8531,0.4987,180.4692,0.3011,298.904,22.913,23.9734,,,30.0,,5.5297,4.9908,386.4267,-9476.907,84.4484,15.5516,0.1922,0.0334,0.5147,0.2145,30.7559,2016-04-27
26,300526,中潜股份,0.14,,,3.23,,880.04,53.28,,07-13,3.17,10.07,32.0792,8.8004,0.1382,87.3519,1.3722,1.5441,58.2864,0.693,129.8701,0.4091,219.9951,6.3605,53.2805,,,,,0.956,0.6123,13.7356,487.2917,46.0857,53.9143,0.0261,0.0038,0.259,0.006999999999999999,0.93,2016-04-27
27,002806,华锋股份,0.05,,,1.36,,309.26,1192.3,,07-12,1.34,4.5,18.5306,3.0926,0.0515,68.6177,1.1436,0.6108,147.3477,0.8329,108.0562,0.2862,314.4654,27.8296,1192.2979,,,,,1.393,0.992,11.2203,311.0813,51.393,48.607,0.1153,0.0177,2.5581,0.0364,4.5252,2016-04-27
28,603663,三祥新材,0.08,33.33,,3.16,,768.93,22.28,,07-11,3.11,11.96,30.545,7.6893,0.0764,64.2682,0.6388,1.0392,86.6051,0.8587,104.8096,0.3427,262.6204,-8.696,22.2846,,,33.3333,,3.8434,2.8993,54.9132,7979.804,81.5935,18.4065,0.0087,0.0019,0.0729,0.0101,1.1334,2016-04-27
29,300522,世名科技,0.25,8.7,4.41,5.73,0.12,1248.15,6.87,,07-04,5.65,24.39,47.4558,12.4815,0.2496,51.163999999999994,1.0232,1.3711,65.6407,0.9922,90.7075,0.2938,306.3308,18.1396,6.8678,,,8.6957,,5.5886,4.6716,134.5491,-19024.3643,65.8257,34.1743,0.1152,0.0176,0.4724,0.0515,18.8485,2016-04-27
30,300521,爱司凯,0.1,25.0,,2.52,,587.08,28.16,,06-22,2.48,16.84,50.0863,5.8708,0.0978,34.8518,0.5808,0.266,338.3459,0.3062,293.9255,0.1354,664.6972,20.5204,28.1606,,,25.0,,5.3357,4.145,98.8321,4540.1181,81.0167,18.9833,0.019,0.0023,0.1128,0.012,1.3619999999999999,2016-04-27
31,002803,吉宏股份,0.07,40.0,,2.37,,639.62,41.03,,06-22,2.44,4.71,19.5492,6.3962,0.0735,135.7873,1.5607,0.9102,98.8794,1.7283,52.0743,0.4443,202.5658,19.4795,72.5431,,,40.0,,0.9573,0.7648,15.1359,405.1644,43.961999999999996,56.038000000000004,-0.1358,-0.0297,-3.0709,-0.053,-5.6911,2016-04-27
32,300520,科大国创,-0.02,-33.33,,-0.49,,-130.32,-40.72,,06-20,-0.49,-1.84,51.6272,-1.3032,-0.0188,70.7777,1.0257,0.3747,240.1922,0.7158,125.7334,0.1847,487.2767,13.7794,,,,-33.3333,,2.3063,1.9348,33.3708,315.9028,60.493,39.507,-1.4622,-0.2374,,-0.6009,-64.8713,2016-04-27
33,300520,科大国创,-0.02,-33.33,,-0.49,,-130.32,-40.72,,06-20,-0.49,-1.84,51.6272,-1.3032,-0.0188,70.7777,1.0257,0.3747,240.1922,0.7158,125.7334,0.1847,487.2767,13.7794,,,,-33.3333,,2.3063,1.9348,33.3708,315.9028,60.493,39.507,-1.4622,-0.2374,,-0.6009,-64.8713,2016-04-27
34,002805,丰元股份,0.09,-52.63,,1.61,,669.96,-50.78,,06-20,1.62,10.89,22.8878,6.6996,0.0921,61.5044,0.8461,1.0524,85.5188,0.6199,145.1847,0.2824,318.6969,-25.4218,-51.2576,,,-52.6316,,4.1679,2.5776,30.7216,2703.843,87.7971,12.2029,0.2632,0.0345,2.4266,0.2827,31.9814,2016-04-27
35,603016,新宏泰,0.13,0.0,,3.27,,1411.85,0.72,,06-08,2.98,16.73,42.5198,14.1185,0.127,84.3656,0.7592,0.9176,98.08200000000001,0.7357,122.3325,0.2132,422.1388,-12.0646,5.1947,,,0.0,,4.2611,3.5249,214.9413,-7834.8249,84.8365,15.1635,0.135,0.0198,0.7845,0.1306,13.1088,2016-04-27
36,600939,重庆建工,,,,,,4020.98,120.96,,06-08,0.95,0.39,7.6026,40.2098,0.0246,10206.8089,6.2503,0.8411,107.0027,0.5085,176.9912,0.2188,411.3346,4.4856,72.0786,10.1455,4.9781,,8.6933,1.0066,0.5955,8.6609,125.0796,7.5995,92.4005,-0.0765,-0.0133,-18.153,-0.0144,-1.7209999999999999,2016-04-27
37,002802,洪汇新材,0.15,36.36,,4.25,,1220.06,36.52,,06-07,4.15,18.68,36.1204,12.2006,0.1506,65.2934,0.8059999999999999,1.7882,50.3299,2.7676,32.5192,0.35200000000000004,255.6818,2.4492,36.5187,,,36.3636,,4.0571,3.7177,207.6686,7060.9547,82.9995,17.0005,0.0863,0.0159,0.462,0.0938,11.9788,2016-04-27
38,603958,哈森股份,0.21,-24.54,,,,3362.0,-24.48,,06-07,4.98,7.22,51.053000000000004,33.62,0.2062,465.4565,2.8555,3.4602,26.0101,0.3305,272.3147,0.4617,194.9318,-16.7864,-26.6588,,,-24.5421,,1.8948,0.6076,24.6654,1400.4444,56.495,43.505,-0.11599999999999999,-0.0441,-1.6385,-0.1013,-10.2502,2016-04-27
39,002801,微光股份,0.43,22.86,,4.53,,1903.14,22.94,,06-07,4.43,22.75,35.1453,19.0314,0.4309,83.6505,1.8942,1.0748,83.7365,1.694,53.1287,0.2359,381.5176,11.1508,22.9441,,,22.8571,,4.176,3.6910000000000003,99.7043,12340.7502,82.9408,17.0592,0.1789,0.0289,0.7863,0.1694,16.9415,2016-04-27
40,300519,新光药业,0.66,,,12.11,,3977.53,3.35,,06-06,11.44,41.96,66.9552,39.7753,0.6629,94.7907,1.5798,4.1307,21.7881,1.0307,87.3193,0.3599,250.0695,3.5743,3.3458,,,,,6.9574,6.2124,581.2707,-25544.4182,86.9945,13.0055,0.6794,0.1611,1.619,1.2391,159.2972,2016-04-27
41,300518,盛讯达,0.26,23.81,,3.65,,1803.84,23.94,,06-06,3.58,37.08,84.4065,18.0384,0.2576,48.6372,0.6948,0.8459,106.3956,386.6428,0.2328,0.1293,696.0557,23.1221,23.9391,,,23.8095,,25.5596,25.5578,2116.6929999999998,-3268.7063,90.2414,9.7586,0.1603,0.013999999999999999,0.4322,0.1431,52.8893,2016-04-27
42,300517,海波重科,0.08,14.29,,1.79,,582.91,4.53,,06-06,1.77,9.07,25.4341,5.8291,0.0758,64.2274,0.8362,0.1889,476.4426,0.6221,144.6713,0.1188,757.5758,41.0692,4.5294,,,14.2857,,1.3512,1.1491,14.1084,1421.8841,45.2457,54.7543,-0.5127,-0.0454,-5.6492,-0.083,-8.3724,2016-04-27
43,300515,三德科技,0.08,-426.07,,2.48,,572.37,-425.65,,05-20,2.44,16.17,52.563,5.7237,0.0763,35.3827,0.4717,0.2318,388.2657,0.4305,209.0592,0.1447,621.9765,32.1487,,,,-426.0684,,2.8879,2.3943,39.2969,1841.2434,67.7833,32.2167,0.1165,0.0119,0.7202,0.0371,4.9559,2016-04-27
44,603339,四方科技,0.18,-5.26,,3.85,0.48,2811.32,-5.79,,05-18,3.77,18.2,31.8939,28.1132,0.1812,154.4229,0.9956,2.1184,42.4849,0.4203,214.1328,0.2284,394.0455,-9.8396,-5.7914,,,-5.2632,,5.3208,3.5592,282.6739,5123.1674,84.9407,15.0593,0.4859,0.0857,2.6689,0.5689,57.4361,2016-04-27
45,002800,天顺股份,0.07,75.0,,1.4,,384.02,78.6,,05-17,1.4,3.89,15.9092,3.8402,0.0685,98.6561,1.7617,0.5759,156.2771,19.7035,4.5677,0.2798,321.6583,12.8753,76.9978,,,75.0,,2.032,2.0066,5.2517,226.7841,60.6721,39.3279,-0.4508,-0.0983,-11.6853,-0.25,-27.6431,2016-04-27
46,300516,久之洋,0.23,9.52,4.63,5.15,-0.67,2091.23,13.08,,05-16,5.02,26.93,50.876000000000005,20.9123,0.2323,77.6491,0.8627,1.0406,86.4886,0.1819,494.7774,0.165,545.4545,11.3325,13.0762,,,9.5238,,2.129,1.0879,59.5654,2165.3834,64.9574,35.0426,-0.777,-0.0941,-2.8852,-0.2686,-27.5677,2016-04-27
47,603779,威龙股份,0.07,75.0,,,,1121.47,83.38,,05-13,2.07,5.76,58.0915,11.2147,0.0747,194.5048,1.2966,2.5443,35.3732,0.1278,704.2254,0.2252,399.6448,9.2264,83.3831,,,75.0,,1.0378,0.2303,4.1599,294.6025,40.9304,59.0696,0.1818,0.0268,3.1539,0.0453,4.6073,2016-04-27
48,002796,世嘉科技,0.11,0.0,4.42,2.53,-0.02,655.06,-3.12,,05-09,2.46,7.05,19.0545,6.5506,0.1091,92.8792,1.5479,1.1555,77.8884,2.9059,30.9715,0.4383,205.3388,8.7209,-3.1168,,,0.0,,2.6861,2.3319,116.6063,-9713.1135,76.117,23.883000000000003,-0.0127,-0.0034,-0.1806,-0.0142,-1.4911,2016-04-27
49,300510,金冠股份,0.09,12.5,4.73,1.9,0.02,592.22,18.68,,05-05,1.92,12.08,38.1664,5.9222,0.0909,49.0028,0.7524,0.3232,278.4653,0.5787,155.52100000000002,0.1384,650.289,34.096,18.3838,,,12.5,,2.6147,2.181,89.0929,-3539.5612,68.0103,31.9897,0.0319,0.0033,0.2471,0.0105,1.1599,2016-04-27
50,603101,汇嘉时代,0.12,-1.17,3.64,3.29,-0.37,2122.09,-1.21,,05-05,3.23,2.92,16.6809,21.2209,0.1178,724.4588,4.0247,23.7573,3.7883,9.1909,9.7923,2.2073,40.7738,-9.7095,-1.2122,,,-1.1735,,0.3172,0.2394,7.1695,402.2231,34.5916,65.4084,-0.0924,-0.0353,-3.1546,-0.054000000000000006,-8.3369,2016-04-27
51,300511,雪榕生物,0.46,142.11,6.11,7.89,0.61,5218.34,140.07,,05-03,7.59,18.91,34.111,52.1834,0.4638,275.9363,2.4527,13.2067,6.8147,1.1098,81.0957,0.8973,100.3009,17.4837,138.0217,28.8665,14.0548,142.1053,28.8384,0.3547,0.1709,9.4216,594.706,38.9078,61.0922,0.2481,0.0383,1.2963,0.0627,7.9047,2016-04-27
52,002441,众业达,0.07,-73.08,,1.46,,3439.57,-42.65,,04-30,1.02,2.89,12.3531,34.3957,0.0734,1187.6719,2.5364,1.1661,77.1803,1.2902,69.7566,0.3523,255.4641,-6.0154,-45.5729,47.3914,20.2782,-73.0769,47.4881,3.4062,2.6256,81.6034,2002.0744,75.9384,24.0616,0.1705,0.0448,6.6109,0.1861,18.8609,2016-04-27
53,601933,永辉超市,0.12,9.09,,3.79,,47207.82,29.75,,04-30,3.71,3.51,20.4765,472.0782,0.11599999999999999,13415.8787,3.2982,123.2192,0.7304,2.722,33.0639,1.1035,81.5587,19.8094,27.7171,1.9709,-2.08,9.0909,1.8171,1.5487,1.0999,66.256,-5187.9891,61.185,38.815,0.0987,0.0636,2.8512,0.1638,16.5681,2016-04-27
54,600068,葛洲坝,0.14,26.13,,3.16,,64576.21,26.85,,04-30,3.12,3.83,14.9722,645.7621,0.1402,16816.9778,3.6519999999999997,1.5355,58.6128,0.4253,211.6153,0.2114,425.7332,7.6373,4.63,3.0869999999999997,18.5872,26.1261,-2.7433,1.1767,0.6038,20.168,325.5222,22.2598,77.7402,-0.1986,-0.026000000000000002,-4.5135,-0.0334,-4.9451,2016-04-27
55,002489,浙江永强,0.08,-83.67,,5.17,,17266.32,-25.85,,04-30,5.03,10.52,32.2339,172.6632,0.0793,1640.9978,0.7542,1.6691,53.9213,1.5898,56.6109,0.4643,193.8402,3.7951,-29.604,-1.1033,-6.9423,-83.6735,-4.4819,1.6124,1.359,30.5616,7607.7714,63.013999999999996,36.986,0.2813,0.0819,2.8158,0.2214,22.2173,2016-04-27
56,000007,全新好,0.03,-257.35,,2.05,,766.45,-257.5,,04-30,2.03,92.99,70.102,7.6645,0.0331,8.242,0.0356,0.2604,345.6221,0.1604,561.0973,0.0277,3249.0975,-70.3069,,26.4039,-16.7054,-257.346,7.8187,2.847,2.7055,19.4113,3813.4619,79.6416,20.3584,-0.8426,-0.0124,-0.5977,-0.0611,-6.4252,2016-04-27
57,000007,全新好,0.03,-257.35,,2.05,,766.45,-257.5,,04-30,2.03,92.99,70.102,7.6645,0.0331,8.242,0.0356,0.2604,345.6221,0.1604,561.0973,0.0277,3249.0975,-70.3069,,26.4039,-16.7054,-257.346,7.8187,2.847,2.7055,19.4113,3813.4619,79.6416,20.3584,-0.8426,-0.0124,-0.5977,-0.0611,-6.4252,2016-04-27
58,002505,大康农业,0.0,600.0,,0.14,,796.16,666.2,,04-30,0.13,1.1,3.3004,7.9616,0.0027,720.122,0.2494,10.0146,8.9869,3.178,28.3197,0.10800000000000001,833.3333,363.3423,606.6402,-0.2947,43.1381,600.0,-0.2796,2.5885,2.5084,74.8216,142.0102,63.0829,36.9171,-0.0245,-0.0019,-2.1596,-0.0052,-0.6604,2016-04-27
59,000027,深圳能源,0.05,-62.63,,0.94,,20411.97,-43.95,,04-30,0.95,10.1,25.9372,204.1197,0.0514,2019.2577,0.5093,0.6886,130.7,1.113,80.8625,0.1296,694.4444,-17.8725,-48.5306,17.3457,48.0359,-62.626999999999995,18.0068,0.8925,0.8128,30.7372,222.7207,42.4279,57.5721,0.2421,0.0084,2.2545,0.0147,2.8644,2016-04-27
60,603123,翠微股份,0.07,-28.72,,1.2,,3486.28,-29.35,,04-30,1.19,2.4,20.2218,34.8628,0.0665,1447.3889,2.7614,38.7889,2.3203,11.4115,7.8868,0.7233,124.4297,-10.2068,-29.561,2.9571,15.3541,-28.7234,2.9428,1.071,1.0189,77.4984,1472.9735,54.714,45.286,0.0121,0.0033,0.4975,0.0072,0.935,2016-04-27
61,000166,申万宏源,0.07,-63.16,,2.09,,104670.01,-59.22,,04-30,2.09,35.6,45.3403,1046.7001,0.0704,2939.7793,0.1978,,,,,,,,-59.2263,21.2777,13.8466,-63.1579,21.5064,--,--,--,--,16.5775,83.4225,,-0.0404,-11.8065,-0.0484,,2016-04-27
62,600533,栖霞建设,0.01,46.03,,0.24,,965.22,46.01,,04-30,0.23,1.62,20.4763,9.6522,0.0091,595.2366,0.5668,49.4914,1.8185,0.0596,1510.0671,0.055999999999999994,1607.1429,-53.3542,26.6845,9.78,-6.5493,46.0317,10.4136,2.0477,0.5223,39.1263,130.3197,32.3391,67.6609,-0.2032,-0.0091,-16.9073,-0.0135,-2.3855,2016-04-27
63,000909,数源科技,0.01,0.0,,0.48,,347.67,7.62,,04-30,0.47,1.15,7.582999999999999,3.4767,0.0118,301.9321,1.0269,1.1698,76.9362,0.08900000000000001,1011.2360000000001,0.0736,1222.8261,-16.4575,-2.9473,-0.7578,-10.5109,0.0,0.8803,1.4675,0.342,6.4558,249.1655,19.6348,80.3652,0.3737,0.0249,36.3382,0.031,3.9743,2016-04-27
64,600158,中体产业,-0.01,-204.65,,-0.73,,-1135.22,-204.67,,04-30,-0.73,-8.97,18.6092,-11.3522,-0.0134,126.5095,0.1499,1.5119999999999998,59.5238,0.0406,2216.7488,0.0363,2479.3388,18.9643,-367.6979,-0.6067,5.0851,-204.6512,1.4449,2.1878,0.5692,25.0412,2877.6368,47.5464,52.4536,-0.3469,-0.0116,,-0.0221,-2.8039,2016-04-27
65,002570,*ST因美,0.06,20.0,,1.62,,6004.2,23.61,,04-30,1.61,6.62,61.7695,60.042,0.0587,906.8148,0.8868,0.6725,133.829,0.5924,151.9244,0.2927,307.4821,1.2361,10.6493,3.1915,14.6696,20.0,3.0619,1.8315,1.4887,50.0848,1007.8333,68.2987,31.7013,-0.0199,-0.0033,-0.4373,-0.0104,-1.0723,2016-04-27
66,000416,民生控股,-0.02,-192.92,,-1.29,,-1118.06,-192.92,,04-30,-1.3,-18.01,100.0,-11.1806,-0.021,62.0782,0.1167,3.1569,28.509,0.0,,0.0555,1621.6216,35496.102,-188.9326,1.1378,22.0813,-192.9204,-0.0863,2.1466,2.1465,73.5623,-210.2638,63.0342,36.9658,-0.9132,-0.0404,,-0.1094,-11.0164,2016-04-27
67,000928,中钢国际,0.16,23.89,,3.44,,10060.15,23.91,,04-30,3.36,6.58,14.7493,100.6015,0.1565,1527.8947,2.3778,0.2541,354.1913,0.7818,115.119,0.1228,732.8989999999999,-8.5026,23.2836,21.4396,16.6101,23.8924,22.0522,1.241,1.0826,11.3454,13225.8924,23.7379,76.2621,-0.4061,-0.0485,-6.0958,-0.0636,-6.3585,2016-04-27
68,000502,绿景控股,-0.08,416.13,,-8.79,,-1517.89,428.96,,04-30,-9.19,-411.6,20.5468,-15.1789,-0.0821,3.6878,0.0199,2.0774,43.3234,0.019,4736.8421,0.009000000000000001,10000.0,-10.3382,,-11.8954,83.6369,416.129,-17.8953,1.5379,1.0105,47.2677,10277.9168,40.1927,59.8073,-5.3283,-0.0402,,-0.0673,-6.7278,2016-04-27
69,000502,绿景控股,-0.08,416.13,,-8.79,,-1517.89,428.96,,04-30,-9.19,-411.6,20.5468,-15.1789,-0.0821,3.6878,0.0199,2.0774,43.3234,0.019,4736.8421,0.009000000000000001,10000.0,-10.3382,,-11.8954,83.6369,416.129,-17.8953,1.5379,1.0105,47.2677,10277.9168,40.1927,59.8073,-5.3283,-0.0402,,-0.0673,-6.7278,2016-04-27
70,600973,宝胜股份,0.07,66.26,,1.29,,3847.83,128.45,,04-30,1.12,1.2,6.8212,38.4783,0.068,3201.0231,5.6575,0.8988,100.1335,3.4473,26.1074,0.4427,203.2979,46.9931,126.0381,63.4674,17.0835,66.2592,63.2877,1.3661,1.2119,36.0388,185.00799999999998,35.4806,64.5194,-0.1586,-0.0508,-13.0036,-0.0787,-8.9512,2016-04-27
71,600973,宝胜股份,0.07,66.26,,1.29,,3847.83,128.45,,04-30,1.12,1.2,6.8212,38.4783,0.068,3201.0231,5.6575,0.8988,100.1335,3.4473,26.1074,0.4427,203.2979,46.9931,126.0381,63.4674,17.0835,66.2592,63.2877,1.3661,1.2119,36.0388,185.00799999999998,35.4806,64.5194,-0.1586,-0.0508,-13.0036,-0.0787,-8.9512,2016-04-27
72,600992,贵绳股份,0.02,0.63,,0.29,,390.0,0.51,,04-30,0.28,1.47,19.1547,3.9,0.0159,264.8838,1.0807,0.8814,102.1103,0.6024,149.4024,0.1886,477.2004,-22.4219,0.5056,0.8236,7.2971,0.6329,0.8236,2.3952,1.7737,110.6833,-6778.2324,66.7107,33.2893,0.012,0.0016,0.8174,0.0047,0.5379,2016-04-27
73,002618,丹邦科技,0.04,-29.05,,0.4,,655.72,-28.98,,04-30,0.39,9.41,42.9485,6.5572,0.0359,69.6201,0.3811,0.2472,364.0777,1.7008,52.9163,0.0944,953.3898,-33.2249,-28.9833,3.6753,3.0014,-29.0514,3.6753,1.6079,1.5599,57.631,287.4808,70.3629,29.6371,0.0388,0.0011,0.4117,0.0039,0.5904,2016-04-27
74,000995,*ST皇台,-0.02,-0.0,,-2.96,,-375.2,31.33,,04-30,-3.0,-12.34,37.461999999999996,-3.752,-0.0211,30.4025,0.1713,2.4106,37.3351,0.09300000000000001,967.7419,0.0898,1002.2272,66.191,,8.6855,10.8212,-0.0,8.6855,0.8168,0.3118,1.4686,0.0742,23.083000000000002,76.917,-1.6272,-0.0916,,-0.11900000000000001,-11.9039,2016-04-27
